day,n,model_version,volume_ok,max_null_rate,unseen_category_rows,psi_max,psi_max_feature,psi_features_over_0.1,psi_known_drift,psi_top3,score_mean,score_p95,score_ks,alert_rate,alerts,precision,recall,positives,alarm
2023-07-01,28539,1,True,0.001574864359585565,0,0.12972132936224318,Payment_type,1,0.8435461543277741,sender_prior_txn_count=0.84; receiver_prior_txn_count=0.37; Payment_type=0.13,0.0008347179434578325,0.0010966513316619183,0.023205577630610708,0.00963593678825467,275,0.08363636363636363,0.8214285714285714,28.0,
2023-07-29,29821,1,True,0.0,0,0.1321461395447873,Payment_type,1,1.0368174491746276,sender_prior_txn_count=1.04; receiver_prior_txn_count=0.31; Payment_type=0.13,0.0007126752086374233,0.0008595662320383466,0.051316123537104796,0.009892357734482412,295,0.0576271186440678,0.8095238095238095,21.0,
2023-07-30,28605,1,True,0.0,0,0.130206778926497,Payment_type,1,0.9959043831648376,sender_prior_txn_count=1.00; receiver_prior_txn_count=0.39; Payment_type=0.13,0.0008135332008032185,0.0008641553396840424,0.05286007341373877,0.010173046670162559,291,0.07560137457044673,0.8148148148148148,27.0,
2023-07-31,27119,1,True,0.028171269828720646,0,0.04422654283621787,receiver_secs_since_last,0,1.1367152207859743,sender_prior_txn_count=1.14; receiver_prior_txn_count=0.36; receiver_secs_since_last=0.04,0.0009757961062442059,0.0012900823674564274,0.02666757255061028,0.012647958995538184,343,0.0641399416909621,0.7857142857142857,28.0,
2023-08-01,28484,1,True,0.03139239986173453,0,0.05763961371771234,sender_mean_7d,0,1.0864870316496487,sender_prior_txn_count=1.09; receiver_prior_txn_count=0.50; sender_mean_7d=0.06,0.0011172604383489406,0.0017638911698715795,0.019892304451621934,0.018887796657772786,538,0.027881040892193308,0.8333333333333334,18.0,alert_rate
2023-08-02,29287,1,True,0.0188168093438163,0,0.032228825822294103,Receiver_bank_location,0,0.9362556040322468,sender_prior_txn_count=0.94; receiver_prior_txn_count=0.36; Receiver_bank_location=0.03,0.001157168290937725,0.0015949959878302368,0.023722676955645783,0.017004131525933008,498,0.030120481927710843,0.6521739130434783,23.0,alert_rate
2023-08-03,28616,1,True,0.02281991070636724,0,0.03262958854775509,Sender_bank_location,0,1.0414967804919275,sender_prior_txn_count=1.04; receiver_prior_txn_count=0.46; Sender_bank_location=0.03,0.0010694094476095413,0.0017993230828447864,0.01258355605255801,0.018066815767402853,517,0.027079303675048357,0.6363636363636364,22.0,alert_rate
2023-08-04,32699,1,True,0.011362567641166069,0,0.04085043864278148,Sender_bank_location,0,0.9845647033505522,sender_prior_txn_count=0.98; receiver_prior_txn_count=0.35; Sender_bank_location=0.04,0.0010665391829051177,0.0013274701387685438,0.04750304535306893,0.015566225266827731,509,0.0412573673870334,0.7241379310344828,29.0,alert_rate
2023-08-05,29571,1,True,0.0,0,0.12956608774476755,Payment_type,1,1.0542049114873675,sender_prior_txn_count=1.05; receiver_prior_txn_count=0.34; Payment_type=0.13,0.0008528434280986669,0.0009665154501322804,0.05445280105508776,0.013019512360082513,385,0.05974025974025974,0.8214285714285714,28.0,
2023-08-06,27207,1,True,0.01708954868407342,0,0.13017384280755023,Payment_type,1,1.0551968449327962,sender_prior_txn_count=1.06; receiver_prior_txn_count=0.39; Payment_type=0.13,0.0008496956745417909,0.0012129187842538033,0.0386173323041864,0.014077259528797736,383,0.04699738903394256,0.6428571428571429,28.0,
2023-08-07,29990,1,True,0.014144381177980045,0,0.0569027832093723,Sender_bank_location,0,1.0071755941589458,sender_prior_txn_count=1.01; receiver_prior_txn_count=0.42; Sender_bank_location=0.06,0.0012319157910370268,0.0015530335606774282,0.025291410470156706,0.01663887962654218,499,0.05811623246492986,0.7435897435897436,39.0,alert_rate
2023-08-08,29623,1,True,0.01689417308613357,0,0.02394612383629458,Sender_bank_location,0,0.9931410557989611,sender_prior_txn_count=0.99; receiver_prior_txn_count=0.42; Sender_bank_location=0.02,0.0011721993698069636,0.00156586309888212,0.022657837491138588,0.016304898220976943,483,0.043478260869565216,0.7241379310344828,29.0,alert_rate
2023-08-09,30666,1,True,0.013602195188332902,0,0.02551185112129552,receiver_mean_7d,0,1.0285909641532869,sender_prior_txn_count=1.03; receiver_prior_txn_count=0.36; receiver_mean_7d=0.03,0.0011832358204532597,0.001591087233025885,0.03363927476684275,0.017446031435465987,535,0.03925233644859813,0.7241379310344828,29.0,alert_rate
2023-08-10,30624,1,True,0.017416396614682556,0,0.02627747687094691,Sender_bank_location,0,0.9158185209379384,sender_prior_txn_count=0.92; receiver_prior_txn_count=0.45; Sender_bank_location=0.03,0.0013334442417231175,0.0015495303013877814,0.029220386624869366,0.017861807732497386,547,0.05301645338208409,0.6744186046511628,43.0,alert_rate
2023-08-11,27236,1,True,0.023546088047421185,0,0.04953800507716222,receiver_mean_7d,0,1.0116938752484907,sender_prior_txn_count=1.01; receiver_prior_txn_count=0.49; receiver_mean_7d=0.05,0.0013929702798881982,0.0018791350990832005,0.020339509472756645,0.020487589954472023,558,0.06093189964157706,0.68,50.0,alert_rate
2023-08-12,30111,1,True,0.0,0,0.12976492497464517,Payment_type,1,1.0061363458746018,sender_prior_txn_count=1.01; receiver_prior_txn_count=0.39; Payment_type=0.13,0.0009344613084306989,0.0008520684307715964,0.06096713825512279,0.012354289130218193,372,0.08602150537634409,0.8421052631578947,38.0,
2023-08-13,29493,1,True,0.0,0,0.1299475083398686,Payment_type,1,1.2854008681057902,sender_prior_txn_count=1.29; receiver_prior_txn_count=0.34; Payment_type=0.13,0.0008783787946040068,0.0008678332425927094,0.0596695900722205,0.012782694198623401,377,0.0610079575596817,0.6764705882352942,34.0,
2023-08-14,30145,1,True,0.014670824143902611,0,0.037928017001736314,Sender_bank_location,0,0.9615633609851303,sender_prior_txn_count=0.96; receiver_prior_txn_count=0.39; Sender_bank_location=0.04,0.0012767853600270259,0.001656746387262049,0.02565805937966492,0.017847072482998837,538,0.06691449814126393,0.7346938775510204,49.0,alert_rate
2023-08-15,29021,1,True,0.01846324151642327,0,0.034611809618406875,Sender_bank_location,0,1.0671582059928848,sender_prior_txn_count=1.07; receiver_prior_txn_count=0.42; Sender_bank_location=0.03,0.0014013666250411276,0.001788888631805949,0.017557494917473604,0.01902070914165604,552,0.06884057971014493,0.6440677966101694,59.0,alert_rate
2023-08-16,30582,1,True,0.016303529599459188,0,0.021771342522389908,receiver_mean_7d,0,1.0233571923861207,sender_prior_txn_count=1.02; receiver_prior_txn_count=0.43; receiver_mean_7d=0.02,0.0012270344972553713,0.0016636808558706617,0.037495363285592775,0.01922699627231705,588,0.05782312925170068,0.6415094339622641,53.0,alert_rate
2023-08-17,29888,1,True,0.01877161282835886,0,0.0356432681305717,Receiver_bank_location,0,1.123368906869337,sender_prior_txn_count=1.12; receiver_prior_txn_count=0.48; Receiver_bank_location=0.04,0.0015274578191970215,0.0016741606301908137,0.02886304068522494,0.01873661670235546,560,0.06785714285714285,0.7450980392156863,51.0,alert_rate
2023-08-18,28451,1,True,0.023770355766353057,0,0.03876776958291012,receiver_secs_since_last,0,1.251543303667318,sender_prior_txn_count=1.25; receiver_prior_txn_count=0.41; receiver_secs_since_last=0.04,0.0014999854019505203,0.001775783023424787,0.02891945801553547,0.019577519243611823,557,0.06283662477558348,0.7142857142857143,49.0,alert_rate
2023-08-19,28206,1,True,0.00877262444569099,0,0.13223040287713556,Payment_type,1,1.3567000090619759,sender_prior_txn_count=1.36; receiver_prior_txn_count=0.42; Payment_type=0.13,0.0009356261460381236,0.001010315399194681,0.04895698503864421,0.014642274693327661,413,0.05811138014527845,0.8275862068965517,29.0,
2023-08-20,30745,1,True,0.0,0,0.13473989265476594,Payment_type,1,1.113693796114449,sender_prior_txn_count=1.11; receiver_prior_txn_count=0.39; Payment_type=0.13,0.0008683027027497152,0.0008812049763742798,0.06283309481216448,0.011969425922914294,368,0.06793478260869565,0.6944444444444444,36.0,
2023-08-21,29094,1,True,0.018498636152593728,0,0.032930909437566526,Receiver_bank_location,0,1.2268340545176413,sender_prior_txn_count=1.23; receiver_prior_txn_count=0.47; Receiver_bank_location=0.03,0.001367207407124727,0.0017353203613220433,0.023514339726404154,0.01821681446346326,530,0.062264150943396226,0.6875,48.0,alert_rate
2023-08-22,28443,1,True,0.022161477713469255,0,0.06273438524700917,Sender_bank_location,0,1.1371062930688995,sender_prior_txn_count=1.14; receiver_prior_txn_count=0.54; Sender_bank_location=0.06,0.001178856887176035,0.001637066286985325,0.02029879478254748,0.018000914108919592,512,0.064453125,0.8461538461538461,39.0,alert_rate
2023-08-23,8400,1,False,0.06762351708042373,0,,,0,,,,,,,0,,,,data-quality: incomplete batch
